ST Code,STATE NAME,DT Code,DISTRICT NAME,SDT Code,SUB-DISTRICT NAME,Town Code,Area Name
24,GUJARAT,486,Vadodara,3904,Sankheda,0,Sankheda
24,GUJARAT,486,Vadodara,3905,Dabhoi,0,Dabhoi
24,GUJARAT,486,Vadodara,3905,Dabhoi,802600,Dabhoi (M)
24,GUJARAT,486,Vadodara,3906,Padra,0,Padra
24,GUJARAT,486,Vadodara,3906,Padra,802601,Padra (M + OG)
24,GUJARAT,486,Vadodara,3906,Padra,802601,Padra (M)
24,GUJARAT,486,Vadodara,3907,Karjan,0,Karjan
24,GUJARAT,486,Vadodara,3907,Karjan,802602,Karjan (M)
24,GUJARAT,486,Vadodara,3908,Sinor,0,Sinor
24,GUJARAT,487,Narmada,0,Narmada,0,Narmada
24,GUJARAT,487,Narmada,3910,Nandod,0,Nandod
24,GUJARAT,487,Narmada,3910,Nandod,802603,Rajpipla (M)
24,GUJARAT,487,Narmada,3911,Dediapada,0,Dediapada
24,GUJARAT,487,Narmada,3912,Sagbara,0,Sagbara
24,GUJARAT,488,Bharuch,0,Bharuch,0,Bharuch
24,GUJARAT,488,Bharuch,3913,Jambusar,0,Jambusar
24,GUJARAT,488,Bharuch,3913,Jambusar,802604,Jambusar (M)
24,GUJARAT,488,Bharuch,3914,Amod,0,Amod
24,GUJARAT,488,Bharuch,3914,Amod,802605,Amod (M)
24,GUJARAT,488,Bharuch,3915,Vagra,0,Vagra
24,GUJARAT,488,Bharuch,3916,Bharuch,0,Bharuch
24,GUJARAT,488,Bharuch,3916,Bharuch,802606,Bharuch (INA)
24,GUJARAT,488,Bharuch,3916,Bharuch,802607,Bharuch (M)
24,GUJARAT,488,Bharuch,3917,Jhagadia,0,Jhagadia
24,GUJARAT,488,Bharuch,3919,Hansot,0,Hansot
24,GUJARAT,488,Bharuch,3920,Valia,0,Valia
24,GUJARAT,488,Bharuch,3920,Valia,802611,Valia - Jhagadia (GNFC Scooter Project Area) (INA)
24,GUJARAT,488,Bharuch,3920,Valia,802612,Valia (Naldhari) (INA)
24,GUJARAT,489,The Dangs,0,The Dangs,0,The Dangs
24,GUJARAT,489,The Dangs,3921,The Dangs,0,The Dangs
24,GUJARAT,489,The Dangs,3921,The Dangs,802613,Saputara (NA)
24,GUJARAT,490,Navsari  ,0,Navsari  ,0,Navsari  
24,GUJARAT,490,Navsari  ,3922,Navsari,0,Navsari
24,GUJARAT,490,Navsari  ,3922,Navsari,802614,Navsari (M + OG)
24,GUJARAT,490,Navsari  ,3922,Navsari,802614,Navsari (M)
24,GUJARAT,490,Navsari  ,3923,Jalalpore,0,Jalalpore
24,GUJARAT,490,Navsari  ,3923,Jalalpore,802615,Vijalpor (M)
24,GUJARAT,490,Navsari  ,3924,Gandevi,0,Gandevi
24,GUJARAT,490,Navsari  ,3924,Gandevi,802616,Gandevi (M)
24,GUJARAT,490,Navsari  ,3924,Gandevi,802617,Bilimora (M)
24,GUJARAT,490,Navsari  ,3925,Chikhli,0,Chikhli
24,GUJARAT,490,Navsari  ,3926,Bansda,0,Bansda
24,GUJARAT,491,Valsad,0,Valsad,0,Valsad
24,GUJARAT,491,Valsad,3927,Valsad,0,Valsad
24,GUJARAT,491,Valsad,3927,Valsad,802618,Valsad (M + OG)
24,GUJARAT,491,Valsad,3927,Valsad,802618,Valsad (M)
24,GUJARAT,491,Valsad,3927,Valsad,802619,Valsad (INA)
24,GUJARAT,491,Valsad,3928,Dharampur,0,Dharampur
24,GUJARAT,491,Valsad,3928,Dharampur,802620,Dharampur (M)
24,GUJARAT,491,Valsad,3929,Pardi,0,Pardi
24,GUJARAT,491,Valsad,3929,Pardi,802621,Pardi (M)
24,GUJARAT,491,Valsad,3929,Pardi,802622,Vapi (M)
24,GUJARAT,491,Valsad,3929,Pardi,802623,Vapi (INA)
24,GUJARAT,491,Valsad,3930,Kaprada,0,Kaprada
24,GUJARAT,491,Valsad,3931,Umbergaon,0,Umbergaon
24,GUJARAT,491,Valsad,3931,Umbergaon,802624,Sarigam (INA)
24,GUJARAT,491,Valsad,3931,Umbergaon,802625,Umbergaon (M)
24,GUJARAT,491,Valsad,3931,Umbergaon,802626,Umbergaon (INA)
24,GUJARAT,492,Surat,0,Surat,0,Surat
24,GUJARAT,492,Surat,3932,Olpad,0,Olpad
24,GUJARAT,492,Surat,3933,Mangrol,0,Mangrol
24,GUJARAT,492,Surat,3933,Mangrol,802627,Tarsadi (M)
24,GUJARAT,492,Surat,3934,Umarpada,0,Umarpada
24,GUJARAT,492,Surat,3935,Mandvi,0,Mandvi
24,GUJARAT,492,Surat,3935,Mandvi,802628,Mandvi (M)
24,GUJARAT,492,Surat,3936,Kamrej,0,Kamrej
24,GUJARAT,492,Surat,3937,Surat City,0,Surat City
24,GUJARAT,492,Surat,0,Surat,802629,Surat (M Corp. + OG)
24,GUJARAT,492,Surat,3937,Surat City,802629,Surat (M Corp. + OG) (Part)
24,GUJARAT,492,Surat,3938,Chorasi,0,Chorasi
24,GUJARAT,492,Surat,3938,Chorasi,802629,Surat (M Corp. + OG) (Part)
24,GUJARAT,492,Surat,3938,Chorasi,802630,Hajira (INA)
24,GUJARAT,492,Surat,3938,Chorasi,802631,Magdalla (INA)
24,GUJARAT,492,Surat,3938,Chorasi,802632,Sachin (INA)
24,GUJARAT,492,Surat,3938,Chorasi,802633,Kansad (M)
24,GUJARAT,492,Surat,3939,Palsana,0,Palsana
24,GUJARAT,492,Surat,3940,Bardoli,0,Bardoli
24,GUJARAT,492,Surat,3940,Bardoli,802634,Bardoli (M)
24,GUJARAT,492,Surat,3941,Mahuva,0,Mahuva
24,GUJARAT,493,Tapi,0,Tapi,0,Tapi
24,GUJARAT,493,Tapi,3942,Nizar,0,Nizar
24,GUJARAT,493,Tapi,3943,Uchchhal,0,Uchchhal
24,GUJARAT,493,Tapi,3944,Songadh,0,Songadh
24,GUJARAT,493,Tapi,3944,Songadh,802635,Songadh (M)
24,GUJARAT,493,Tapi,3945,Vyara,0,Vyara
24,GUJARAT,493,Tapi,3945,Vyara,802636,Vyara (M)
24,GUJARAT,493,Tapi,3946,Valod,0,Valod
